name,id,smiles,atc,atc_name_1,atc_name_2,atc_name_3,atc_name_4,smiles,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile
Technetium Tc-99m etidronate,DB09411,CC(O)(P(=O)(O)O)P(=O)(O)O.[99Tc],,,,,,CC(O)(P(=O)(O)O)P(=O)(O)O.[99Tc],304.9332547,-0.9947,3,5,4,0.413055476,0,135.29,0.123173657,0.542838717,0.105803637,0.002213004,0.030114938,0.055546498,0.001190356,0.011214721,0.008903373,0.085580261,9.26E-06,0.109398847,0.050003116,0.037220147,0.001752483,0.000890131,0.000729616,0.000237558,7.69E-05,0.030467768,0.02600549,1.04E-05,0.014768339,0.001133573,0.112051706,0.000287415,0.000489396,0.009909069,0.002669725,0.199179958,0.0625426,-5.265368008,0.147567492,17.74051185,106.9139363,-15.38629663,2.485969739,2.144543179,52.61372301,0.06924008,-3.734102764,42.03179527,15.58743699,31.17487398,90.75222955,63.80379992,35.3237689,22.48933695,81.64017061,38.50329585,33.22993408,1.512214036,17.79759597,30.01163242,20.24040326,9.926328034,5.699883676,23.53625436,7.677394339,4.652966266,40.51958123,36.40946103,9.848778596,0.969367972,9.848778596,2.520356727,2.985653354,4.148894921,65.14152772,9.810003877,3.722373013,2.365257852,4.808065142,47.46025591,12.3303606,6.048856146,33.42380768,21.44241954,20.35672741,23.88522683,33.50135712,15.16091508,50.01938736,96.27762699,8.414113998,47.15005816,63.35789066,24.38929818,93.05932532,12.91198139
Technetium Tc-99m mebrofenin,DB09137,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br.[Tc],V09DA,VARIOUS,DIAGNOSTIC RADIOPHARMACEUTICALS,HEPATIC AND RETICULO ENDOTHELIAL SYSTEM,Technetium (99mTc) compounds,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br.[Tc],485.23,1.78156,4,3,4,0.544101267,0,106.94,0.394936696,0.649980003,0.849103963,0.118209475,0.586854541,0.355488284,0.425888056,0.063503917,0.12070828,0.526828432,0.048839847,0.454210174,0.253238535,0.594575214,0.628842223,0.024079299,0.010481815,0.044415553,0.003926999,0.041214053,0.078968345,0.092625108,0.121434192,0.012991859,0.598307139,0.08272659,0.106575847,0.010856862,0.078622761,0.785228014,0.191227625,-5.369694838,24.28844195,23.65427458,-4.88788231,-10.19011601,2.662536611,0.27907376,84.54990753,-2.251246964,0.148061412,80.14734393,42.45831718,46.47150058,77.25862737,63.80379992,53.43156262,22.48933695,71.30670803,75.72702598,42.07056999,60.5661109,62.4272974,87.43699108,83.9860411,87.70841411,38.46452113,65.56804963,53.70298565,46.76231097,86.11865064,72.23730128,59.44164405,19.69755719,71.11283443,26.21170997,59.17022102,28.46064366,72.04342769,44.74602559,90.46141915,15.3935634,26.59945715,88.67778209,86.19620008,85.49825514,34.31562621,72.46994959,82.59015122,41.45017449,28.30554478,37.18495541,56.37844126,27.84024816,44.47460256,59.36409461,31.01977511,63.12524234,65.25785188,37.80535091
Technetium Tc-99m medronate,DB09138,O.O.O=P([O-])([O-])CP(=O)([O-])[O-].[98Tc+4],V09BA,VARIOUS,DIAGNOSTIC RADIOPHARMACEUTICALS,SKELETON,Technetium (99mTc) compounds,O.O.O=P([O-])([O-])CP(=O)([O-])[O-].[98Tc+4],305.906216,-4.8806,6,0,4,0.458980592,0,189.38,0.000509869,0.358575773,0.19086944,1.95E-05,0.091309258,0.016016567,9.63E-05,0.010599928,0.009907423,0.138685043,9.42E-08,0.062710925,0.000512736,0.571735504,0.229253969,0.000811201,0.001273583,0.000590678,8.85E-06,0.00103389,0.392728562,8.65E-07,0.199556507,0.017090034,0.010890995,8.35E-06,0.000933844,0.001226103,0.000117982,0.040908837,0.000998974,-4.88387027,-16.11250428,-31.14191269,32.28792184,-9.506732774,2.831602893,-0.115603581,56.39186722,-2.244644837,2.65866898,42.38076774,5.506010081,69.5036836,11.76812718,63.80379992,42.07056999,22.48933695,90.18999612,0.504071345,21.79139201,3.799922451,0.659170221,48.00310198,5.622334238,2.210158976,4.924389298,25.0484684,15.8200853,1.124466848,24.93214424,2.210158976,57.73555642,11.43854207,9.073284219,4.032570764,6.359053897,0.930593253,6.708026367,92.74912757,1.977510663,19.89143079,29.93408298,10.77937185,2.326483133,9.538580845,14.23032183,3.683598294,0.659170221,1.124466848,56.18456766,7.212097712,3.373400543,77.39433889,51.57037611,69.83326871,24.35052346,28.15044591,65.41295076,58.62737495
Technetium Tc-99m oxidronate,DB09139,O=P(O)(O)C(O)P(=O)(O)O.[99Tc],V09BA,VARIOUS,DIAGNOSTIC RADIOPHARMACEUTICALS,SKELETON,Technetium (99mTc) compounds,O=P(O)(O)C(O)P(=O)(O)O.[99Tc],290.9062547,-1.3848,3,5,4,0.395309625,0,135.29,0.000518705,0.518764728,0.027774223,0.005429334,0.014164497,0.039939783,0.000420508,0.009946467,0.011345834,0.042621887,3.06E-07,0.018813271,0.015987734,0.041613244,0.000861212,0.000194479,0.000258289,0.000234968,1.50E-05,0.004622154,0.015799741,1.13E-06,0.007314382,0.00081357,0.076246488,1.46E-05,0.000248723,0.019986835,0.00096591,0.047335036,0.047611503,-5.546570338,-9.498470438,24.31921908,128.0572212,-16.63834841,1.818977019,1.882015227,50.32917245,0.173931181,-8.527080771,37.99922451,13.1446297,31.17487398,90.75222955,63.80379992,33.2687088,22.48933695,81.64017061,0.542846064,32.06669252,0.077549438,26.59945715,20.39550213,14.65684374,5.157037611,4.342768515,26.79333075,1.74486235,1.667312912,8.220240403,16.28538193,10.66304769,0.581620783,2.985653354,1.085692129,2.908103916,1.512214036,21.09344707,4.730515704,2.210158976,0.426521908,3.489724699,38.27064754,2.946878635,3.916246607,41.95424583,12.40791004,0.891818534,21.28732067,21.90771617,9.965102753,56.8825126,97.1306708,5.583559519,13.41605273,57.73555642,22.3730128,93.95114385,2.210158976
Technetium Tc-99m pertechnetate,DB09314;DB13043,O.O.O.O.[98Tc-],V09FX,VARIOUS,DIAGNOSTIC RADIOPHARMACEUTICALS,THYROID,Various thyroid diagnostic radiopharmaceuticals,O.O.O.O.[98Tc-],169.967216,-3.3013,0,0,4,0.360574458,0,126,0.457769273,0.872063351,0.826340723,0.004124759,0.009924934,0.051997473,0.007662559,0.068085042,0.002974156,0.068216093,0.000206682,0.450056759,0.092896531,0.062545284,0.961896884,0.001645646,0.002926733,0.001409037,0.001557123,0.000333413,0.004029646,0.000488232,0.170587025,0.009828396,0.013181792,0.000249496,0.002018067,0.000743333,0.000552973,0.541173062,0.068427039,-5.024435825,20.15298603,-10.94292277,2.701517339,-6.501522069,1.813590752,0.164761229,43.0761486,-1.147288784,5.78066486,12.75688251,7.677394339,1.938735944,11.76812718,63.80379992,29.00348972,22.48933695,79.83714618,80.03101978,63.82318728,55.40907328,23.38115549,16.13028306,18.84451338,27.18107794,40.17060876,13.10585498,4.963164017,10.97324544,85.80845289,49.59286545,14.19154711,31.98914308,14.5792943,8.181465684,11.98138813,18.80573866,2.753005041,2.171384257,18.65063978,18.37921675,22.76075998,12.5242342,11.51609151,17.13842575,11.36099263,8.724311749,61.76812718,24.8545948,47.42148119,32.91973633,15.89763474,42.10934471,79.48817371,13.18340442,29.46878635,16.40170609,80.92283831,79.10042652
Technetium Tc-99m pyrophosphate,DB09165;DB09417,O=P([O-])([O-])OP(=O)([O-])[O-].[99Tc+4],V09BA,VARIOUS,DIAGNOSTIC RADIOPHARMACEUTICALS,SKELETON,Technetium (99mTc) compounds,O=P([O-])([O-])OP(=O)([O-])[O-].[99Tc+4],272.8472547,-3.3421,7,0,4,0.479302174,0,135.61,0.000303645,0.452904624,0.132901509,4.20E-05,0.147408006,0.012765832,7.71E-05,0.005150265,0.17100249,0.19558139,8.03E-08,0.022264271,0.000282417,0.638591662,0.229805704,0.000676866,0.001689796,0.000992892,1.54E-05,0.0022678,0.567221675,3.78E-07,0.202038032,0.013796068,0.00975345,1.27E-05,0.000266997,0.002491272,0.000180788,0.021008816,0.001340931,-4.40691942,-14.241443,-27.23500091,33.4797376,-8.257498787,3.562064421,1.351536429,73.55830152,-5.123820124,1.473683758,32.91973633,7.561070182,77.35556417,11.76812718,63.80379992,44.00930593,22.48933695,81.77588212,0.387747189,27.68514928,2.210158976,1.202016285,56.53354013,4.148894921,2.016285382,1.202016285,71.11283443,23.03218302,0.891818534,9.654905002,1.39588988,61.61302831,11.47731679,7.793718496,5.273361768,8.995734781,1.589763474,11.59364095,95.6960062,1.512214036,20.20162854,27.37495153,9.228383094,2.714230322,4.226444358,20.16285382,4.84683986,0.426521908,1.434664599,86.27374952,8.065141528,4.963164017,78.36370686,63.74563784,93.48584723,48.35207445,47.80922838,12.67933307,49.63164017
Technetium Tc-99m sestamibi,DB09161,[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[Tc+],V09GA,VARIOUS,DIAGNOSTIC RADIOPHARMACEUTICALS,CARDIOVASCULAR SYSTEM,Technetium (99mTc) compounds,[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[Tc+],776.96,7.98164,6,0,2,0.187238974,0,81.54,0.058196249,0.494939184,0.278469701,0.001164699,0.117150266,0.019687922,0.032720387,0.101815219,0.423915747,0.833718836,0.321493115,0.161096796,0.247327306,0.036654332,0.325024375,0.004268289,0.00428174,0.005014268,0.06317918,0.070510227,0.04765578,0.006950889,0.965525353,0.348082221,0.314318338,0.011015498,0.045090054,0.074772079,0.005546892,0.777439106,0.938907015,-5.17451146,58.92387958,71.90079163,14.09970947,-6.084751476,3.384815903,2.179891068,70.09292415,-2.810766107,5.067213529,93.71849554,98.06126406,69.5036836,11.76812718,9.848778596,11.94261342,22.48933695,54.88561458,22.10158976,30.3993796,7.561070182,12.36913532,52.53974409,6.863125242,48.0418767,49.32144242,83.52074447,92.71035285,73.24544397,51.3377278,71.84955409,9.616130283,13.26095386,28.92594029,11.86506398,25.51376503,65.41295076,83.3656456,24.93214424,55.56417216,85.69212873,68.67002714,72.54749903,57.11516092,73.24544397,59.44164405,29.62388523,81.54323381,91.81853432,38.15432338,69.79449399,87.82473827,60.33346258,82.39627763,90.345095,63.93951144,43.81543234,54.40093059,74.99030632
Technetium Tc-99m succimer,DB09436,O=C(O)[C@@H](S)[C@@H](S)C(=O)O.[99Tc],V09CA,VARIOUS,DIAGNOSTIC RADIOPHARMACEUTICALS,RENAL SYSTEM,Technetium (99mTc) compounds,O=C(O)[C@@H](S)[C@@H](S)C(=O)O.[99Tc],281.1282547,-0.2501,4,4,4,0.538212839,2,74.6,0.373731306,0.716016102,0.427232933,0.017838917,0.224119192,0.122567062,0.094741544,0.039614934,0.06299655,0.162068278,0.005958676,0.308612686,0.475094438,0.758669776,0.413008398,0.012635006,0.009350743,0.06186957,0.00254894,0.063417125,0.060833701,0.011288556,0.020386351,0.00590055,0.750316215,0.047689329,0.039915194,0.011428236,0.16405391,0.690363061,0.021314449,-5.748393742,-15.8030906,-13.90043976,27.9381028,-12.97337159,2.178987164,-1.233578973,70.16029424,-1.657457697,1.579877252,35.16867003,20.24040326,46.47150058,86.02171384,63.80379992,52.30709577,68.86390074,49.30205506,73.74951532,47.73167895,15.31601396,39.78286157,66.38231873,42.53586661,64.4823575,28.15044591,54.32338116,18.8832881,28.5381931,73.43931756,87.01046917,68.39860411,15.16091508,54.78867778,23.65257852,64.63745638,24.2341993,81.34936022,33.61768127,62.69872043,3.683598294,17.06087631,94.64908879,79.91469562,71.03528499,35.28499418,82.20240403,74.68010857,14.23032183,16.828228,7.328421869,13.06708026,74.3311361,20.62815045,28.77084141,10.77937185,44.00930593,74.3311361,50.63978286
Technetium Tc-99m sulfur colloid,DB09397,S1SSSSSSS1.[99Tc],V09DB,VARIOUS,DIAGNOSTIC RADIOPHARMACEUTICALS,HEPATIC AND RETICULO ENDOTHELIAL SYSTEM,"Technetium (99mTc), particles and colloids",S1SSSSSSS1.[99Tc],355.4422547,5.1831,8,0,3,0.538078956,0,0,0.046918971,0.769391888,0.511404698,0.741599892,0.90201931,0.004508384,0.63119469,0.007783502,0.040104615,0.114741994,0.133580651,0.020654963,0.00149592,0.938203561,0.999583042,0.415989149,0.005671174,0.006833241,0.064587462,0.221110097,0.061257087,0.344708825,0.943888938,0.04806129,0.97345506,0.355273423,0.801126355,0.230073041,0.21556535,0.925551629,0.125045158,-5.21372922,47.63329896,14.58058023,57.7381135,-5.260572506,1.374777829,2.268134951,100.3555147,-4.558759589,-13.98069767,54.78867778,89.95734781,82.35750291,11.76812718,20.91896084,52.22954634,22.48933695,1.803024428,18.92206282,52.92749128,20.16285382,90.50019387,96.74292361,1.589763474,93.40829779,2.520356727,47.2276076,12.56300892,59.36409461,8.918185343,4.226444358,86.81659558,74.52500969,94.76541295,15.12214036,29.89530826,65.76192323,94.02869329,33.81155487,97.9449399,77.74331136,42.03179527,99.84490112,97.47964327,99.3796045,74.48623497,86.70027142,95.34703373,33.34625824,36.09926328,60.33346258,45.90926716,89.37572703,87.39821636,4.614191547,65.83947266,91.43078713,21.13222179,0.426521908
Technetium Tc-99m tetrofosmin,DB09160;DB09505,CCOCCP(CCOCC)CCP(CCOCC)CCOCC.CCOCCP(CCOCC)CCP(CCOCC)CCOCC.O.O.[98Tc],V09GA,VARIOUS,DIAGNOSTIC RADIOPHARMACEUTICALS,CARDIOVASCULAR SYSTEM,Technetium (99mTc) compounds,CCOCCP(CCOCC)CCP(CCOCC)CCOCC.CCOCCP(CCOCC)CCP(CCOCC)CCOCC.O.O.[98Tc],898.861216,6.5405,8,0,2,0.050395777,0,136.84,0.184962178,0.71588918,0.388761857,0.00328239,0.019392796,0.013070534,0.015972574,0.276645115,0.080562011,0.785377359,0.046362777,0.116046345,0.072641666,0.033825037,0.329241315,0.00552117,0.003470075,0.022022372,0.081628295,0.090213147,0.050044164,0.005713677,0.587797034,0.46105215,0.46418978,0.016713918,0.246671106,0.101175047,0.027894009,0.806300533,0.854832971,-5.416090587,70.0188545,69.37780913,164.7143777,-6.925067429,2.20328415,1.417193288,69.58198268,-0.54330495,28.04494966,95.73478092,96.08375339,82.35750291,11.76812718,9.848778596,3.218301667,22.48933695,81.96975572,49.4765413,47.69290423,13.37727801,21.13222179,24.8545948,4.303993796,37.22373013,72.62504847,58.43350136,85.92477705,46.14191547,42.26444358,43.97053121,8.840635905,13.41605273,33.96665374,9.810003877,48.81737107,69.75571927,86.8553703,26.71578131,52.42341993,38.77471888,73.7107406,81.930981,64.94765413,93.48584723,63.47421481,54.86622722,84.56766188,82.20240403,26.75455603,76.92904226,87.12679333,98.44901124,75.80457542,30.12795657,49.12756883,43.1174874,88.63900737,98.91430787
Tecovirimat,DB12020;DB06000,O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1,J05AX,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIVIRALS FOR SYSTEMIC USE,DIRECT ACTING ANTIVIRALS,Other antivirals,O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1,376.334,2.4033,3,1,4,0.636822295,6,66.48,0.504034784,0.930979836,0.933934009,0.050523387,0.062273355,0.108587065,0.007323612,0.05576683,0.008977217,0.478655005,0.10622513,0.473014642,0.288107783,0.771702003,0.981103683,0.082544843,0.259203382,0.007672891,0.14687125,0.022570895,0.221428982,0.015670989,0.818090284,0.107370256,0.58473959,0.006049398,0.029104854,0.178936932,0.086610426,0.45117507,0.244428214,-4.845277583,12.19508507,-33.44171976,25.25518227,-6.699594124,3.630953252,2.806630809,99.88340963,-5.007829606,-6.321879613,59.71306708,51.57037611,31.17487398,36.68088406,63.80379992,65.02520357,87.12679333,43.95114385,82.97789841,71.96587825,84.29623885,52.1519969,41.64404808,38.42574641,26.44435828,35.98293912,23.73012796,49.24389298,56.2621171,87.20434277,75.41682823,69.32919736,36.68088406,89.29817759,93.44707251,31.71772005,80.14734393,56.80496316,82.5513765,67.70065917,56.33966654,52.50096937,87.59208996,48.42962389,64.98642885,71.34548275,73.94338891,52.88871656,46.6072121,58.20085304,25.00969368,2.559131446,72.00465297,77.78208608,94.53276464,76.58006979,90.88794106,14.07522295,5.389685925
Tedizolid,DB14569,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,J01XX,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,Other antibacterials,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,370.344,1.3957,8,1,4,0.739645442,1,106.26,0.761554694,0.614832336,0.973776698,0.095664902,0.036637919,0.156596909,0.024298317,0.017298403,0.001196112,0.363000506,0.059550758,0.306537923,0.547052705,0.988562548,0.997746539,0.018039089,0.020958557,0.026368903,0.083466562,0.01264604,0.102043508,0.05890688,0.847334623,0.125890609,0.297707377,0.069610109,0.005199308,0.028658824,0.291689946,0.293217576,0.170839585,-4.837217534,21.23347965,4.013100311,1.368983335,-12.75890645,2.278376416,0.99529809,66.05226264,-2.759643381,3.52531761,58.3171772,37.49515316,82.35750291,36.68088406,63.80379992,80.72896472,54.80806514,70.72508724,93.95114385,39.08491663,96.54905002,59.48041877,32.91973633,52.26832105,44.04808065,12.09771229,7.793718496,38.30942226,49.24389298,73.24544397,91.46956185,98.95308259,56.99883676,64.36603335,45.9868166,51.45405196,70.06591702,41.6828228,56.61108957,85.88600233,59.36409461,54.16828228,71.19038387,84.1799147,31.2136487,46.56843738,90.07367197,34.66459868,39.35633967,58.78247383,33.8891043,33.42380768,39.70531214,22.41178751,34.27685149,42.26444358,38.65839473,55.40907328,64.94765413
Tedizolid phosphate,DB09042,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,,,,,,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,450.323,1.5127,9,2,4,0.528546773,1,152.79,0.511927056,0.584277356,0.869107354,0.040422827,0.118616155,0.118280511,0.061524629,0.024866264,0.123973816,0.264835103,0.182986732,0.138904887,0.806256473,0.921798515,0.810856295,0.02626933,0.032351464,0.028588477,0.119312826,0.109936007,0.259805821,0.034886716,0.473551553,0.129421425,0.296353522,0.058025021,0.003439639,0.029221643,0.289727502,0.206289411,0.217667,-5.321873465,25.25270249,-8.828356525,36.59635285,-11.43240909,2.50083624,1.054442717,76.04950899,-2.135106945,-0.375015648,75.18417991,38.58084529,86.25436216,60.85692129,63.80379992,50.75610702,54.80806514,85.22683211,83.55951919,36.33191159,64.75378054,49.67041489,52.84994184,41.48894921,56.99883676,18.30166731,66.22721985,29.70143466,64.63745638,47.07250872,99.22450562,84.33501357,22.9934083,73.59441644,61.30283055,52.69484296,76.54129508,88.9104304,85.73090345,79.17797596,32.88096161,54.51725475,71.07405971,81.69833269,24.15664986,46.83986041,89.99612253,21.5587437,44.39705312,30.5932532,38.38697169,17.64249709,80.45754168,32.22179139,48.15820085,43.07871268,50.7173323,66.92516479,33.50135712
Tegafur,DB09256,O=c1[nH]c(=O)n(C2CCCO2)cc1F,L01BC,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,ANTIMETABOLITES,Pyrimidine analogues,O=c1[nH]c(=O)n(C2CCCO2)cc1F,200.169,-0.0153,4,1,4,0.69271253,1,64.09,0.539931613,0.910194898,0.982072186,0.008670194,0.008604161,0.284470791,0.011865639,0.04478674,0.000129144,0.21515196,0.000317991,0.283046573,0.193805608,0.980540645,0.998990917,0.005061115,0.017281252,0.003237959,0.00598228,0.007019568,0.056457327,0.003143438,0.475408775,0.005820366,0.031294604,0.01085894,0.005268496,0.002677629,0.100020897,0.522970432,0.020143765,-4.249080832,44.38955927,1.432490964,-11.7366601,-15.98761642,2.56935994,-0.661287893,47.22087297,-0.92338986,0.312528522,17.52617294,22.52811167,46.47150058,36.68088406,63.80379992,73.67196588,54.80806514,42.14811943,85.22683211,68.90267546,98.64288484,31.98914308,14.73439318,75.95967429,32.49321442,31.29119814,1.783637069,25.28111671,12.83443195,70.41488949,65.52927491,97.36331912,65.83947266,32.10546724,40.28693292,19.81388135,32.68708802,27.87902288,30.98100039,42.57464133,33.11360993,16.86700271,21.94649089,56.92128732,31.4075223,21.05467235,75.53315238,60.21713843,13.9588988,93.40829779,57.54168282,30.32183017,16.90577743,6.94067468,53.08259015,16.6343544,20.1240791,84.52888717,39.24001551
Tegafur-uracil,DB09327,O=c1[nH]c(=O)n(C2CCCO2)cc1F.O=c1cc[nH]c(=O)[nH]1,,,,,,O=c1[nH]c(=O)n(C2CCCO2)cc1F.O=c1cc[nH]c(=O)[nH]1,312.257,-0.9521,6,3,4,0.624705084,1,129.81,0.491649836,0.533163363,0.908708453,0.00174151,0.006655636,0.221527299,0.013890154,0.030037965,0.001692344,0.128804998,0.000999414,0.345483461,0.650147128,0.980978727,0.804120219,0.009371811,0.029366033,0.002020566,0.004786225,0.023192657,0.149303304,0.002337216,0.04549691,0.015272875,0.04278054,0.0124829,0.009249531,0.007371117,0.225208536,0.349248317,0.070931905,-5.147118407,23.64582534,-27.59206546,-7.541261522,-18.58246256,2.464476509,-0.668816889,58.06802209,-2.849127952,-4.905180327,44.3582784,16.09150834,69.5036836,77.25862737,63.80379992,63.861962,54.80806514,80.45754168,81.96975572,32.76463746,76.23109732,15.43233812,12.3303606,66.1108957,35.09112059,22.52811167,9.538580845,14.42419542,17.91392012,77.6269872,96.00620396,97.59596743,22.91585886,45.9868166,58.20085304,15.31601396,30.43815432,57.54168282,70.80263668,37.61147732,8.026366809,28.61574254,27.80147344,59.5579682,42.22566886,30.3993796,87.32066693,41.52772392,25.47499031,39.89918573,36.40946103,4.769290423,23.22605661,3.14075223,45.28887166,16.51803024,29.81775882,53.62543622,8.956960062
Tegaserod,DB01079,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,A06AX,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR CONSTIPATION,DRUGS FOR CONSTIPATION,Other drugs for constipation,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,301.394,2.81457,3,4,4,0.274457642,0,85.29,0.682738042,0.600008285,0.76948483,0.970727849,0.650293535,0.082749399,0.276305556,0.743823802,0.697360021,0.606011587,0.510964847,0.081047781,0.072731396,0.658518887,0.99984256,0.008118528,0.018598014,0.963942015,0.204492529,0.122171754,0.134603781,0.010428753,0.945398068,0.381215504,0.323549345,0.351014581,0.200722799,0.528480548,0.385237148,0.502938873,0.828853035,-5.551872429,27.31142014,24.54654484,-1.036011357,-11.19877422,2.587681172,1.071323111,83.13534219,-3.543337638,11.37029756,40.94610314,59.1314463,31.17487398,86.02171384,63.80379992,18.41799147,22.48933695,57.61923226,91.74098488,37.76657619,45.63784413,98.13881349,89.33695231,30.12795657,81.3105855,94.99806126,90.345095,61.26405584,80.18611865,31.32997286,44.08685537,62.77626987,82.62892594,42.69096549,42.61341605,99.53470337,85.76967817,89.76347421,66.77006592,61.53547887,78.32493214,70.29856534,73.05157038,97.36331912,91.97363319,86.58394727,93.17564948,58.20085304,80.26366809,21.79139201,40.75222955,57.03761148,35.05234587,34.16052734,54.32338116,43.31136099,60.72120977,40.36448236,92.94300116
